,Station information:,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
432,Waipara West Ews,20230118,1600,24.2,18.3,54,14.3,
433,Waipara West Ews,20230118,1700,22.8,17.7,58,14.1,
434,Waipara West Ews,20230118,1800,21.7,16.7,58,13.1,
435,Waipara West Ews,20230118,1900,20.6,16.4,63,13.3,
436,Waipara West Ews,20230118,2000,18.4,15.4,71,13.1,
437,Waipara West Ews,20230118,2100,16.3,14.5,81,13,
438,Waipara West Ews,20230118,2200,14,13,89,12.2,
439,Waipara West Ews,20230118,2300,13.1,12.5,93,12,
440,Waipara West Ews,20230119,0,11.3,11,96,10.7,
441,Waipara West Ews,20230119,100,11.5,11.3,98,11.2,
442,Waipara West Ews,20230119,200,11.1,11,98,10.8,
443,Waipara West Ews,20230119,300,10.7,10.6,98,10.4,
444,Waipara West Ews,20230119,400,11.4,11.2,97,11,
445,Waipara West Ews,20230119,500,11.2,11.1,99,11.1,
446,Waipara West Ews,20230119,600,11.9,11.8,99,11.8,
447,Waipara West Ews,20230119,700,15.1,14.4,92,13.8,
448,Waipara West Ews,20230119,800,17.6,15.4,78,13.7,
449,Waipara West Ews,20230119,900,19.6,15.4,62,12.1,
450,Waipara West Ews,20230119,1000,21.9,16.9,58,13.3,
451,Waipara West Ews,20230119,1100,24.3,17.7,49,12.9,
452,Waipara West Ews,20230119,1200,25.5,18,45,12.7,
453,Waipara West Ews,20230119,1300,26.4,18.1,41,12.1,
454,Waipara West Ews,20230119,1400,26.9,18.3,40,12.2,
455,Waipara West Ews,20230119,1500,26.9,18.5,41,12.6,
456,Waipara West Ews,20230119,1600,26.6,17.8,38,11.1,
457,Waipara West Ews,20230119,1700,25.8,17.3,39,10.8,
458,Waipara West Ews,20230119,1800,23,18.4,62,15.3,
459,Waipara West Ews,20230119,1900,22.2,17.2,58,13.6,
460,Waipara West Ews,20230119,2000,19.7,16.3,69,13.9,
461,Waipara West Ews,20230119,2100,17.1,15.3,82,14,
462,Waipara West Ews,20230119,2200,14.8,13.7,88,12.8,
463,Waipara West Ews,20230119,2300,14,13.4,93,12.9,
464,Waipara West Ews,20230120,0,14.2,13.8,95,13.4,
465,Waipara West Ews,20230120,100,14.2,13.6,93,13.1,
466,Waipara West Ews,20230120,200,13,12.7,96,12.4,
467,Waipara West Ews,20230120,300,12.4,12.2,98,12.1,
468,Waipara West Ews,20230120,400,11.9,11.7,98,11.6,
469,Waipara West Ews,20230120,500,12.6,11.4,86,10.3,
470,Waipara West Ews,20230120,600,12.8,11.4,84,10.2,
471,Waipara West Ews,20230120,700,16.2,14.6,83,13.3,
472,Waipara West Ews,20230120,800,21,15.9,56,11.9,
473,Waipara West Ews,20230120,900,24.8,15.8,34,7.9,
474,Waipara West Ews,20230120,1000,26.3,16.2,30,7.4,
475,Waipara West Ews,20230120,1100,28,17.2,29,8.3,
476,Waipara West Ews,20230120,1200,28.6,16.7,24,6.1,
477,Waipara West Ews,20230120,1300,28.8,17.9,30,9.5,
478,Waipara West Ews,20230120,1400,25.6,16.7,36,9.5,
479,Waipara West Ews,20230120,1500,26.3,15.6,27,5.8,
480,Waipara West Ews,20230120,1600,27.4,16.6,28,7.3,
481,Waipara West Ews,20230120,1700,24.6,15.8,35,8.2,
482,Waipara West Ews,20230120,1800,23,15.6,42,9.4,
483,Waipara West Ews,20230120,1900,22,15.2,45,9.6,
484,Waipara West Ews,20230120,2000,22.8,15.6,43,9.6,
485,Waipara West Ews,20230120,2100,21.7,15.3,47,9.9,
486,Waipara West Ews,20230120,2200,17.6,15.5,79,13.9,
487,Waipara West Ews,20230120,2300,16.5,14.5,79,12.9,
488,Waipara West Ews,20230121,0,16.4,14.2,77,12.4,
489,Waipara West Ews,20230121,100,16.3,13.7,73,11.5,
490,Waipara West Ews,20230121,200,16,13.5,74,11.4,
491,Waipara West Ews,20230121,300,15.7,13.4,76,11.5,
492,Waipara West Ews,20230121,400,13.6,12.8,91,12.2,
493,Waipara West Ews,20230121,500,13.2,12.4,90,11.6,
494,Waipara West Ews,20230121,600,13,12.4,93,11.9,
495,Waipara West Ews,20230121,700,13.3,12.4,89,11.5,
496,Waipara West Ews,20230121,800,14.2,11.8,74,9.6,
497,Waipara West Ews,20230121,900,15.7,12.2,64,8.9,
498,Waipara West Ews,20230121,1000,17.3,13,58,9,
499,Waipara West Ews,20230121,1100,18,13.3,56,9.1,
500,Waipara West Ews,20230121,1200,18.8,13.5,52,8.8,
501,Waipara West Ews,20230121,1300,19.5,13.9,50,8.8,
502,Waipara West Ews,20230121,1400,19.3,13.3,47,7.7,
503,Waipara West Ews,20230121,1500,18.6,13.2,51,8.3,
504,Waipara West Ews,20230121,1600,16.7,12.7,60,8.9,
505,Waipara West Ews,20230121,1700,16,13,69,10.3,
506,Waipara West Ews,20230121,1800,15.6,12.6,69,10,
507,Waipara West Ews,20230121,1900,15.5,12.6,70,10.1,
508,Waipara West Ews,20230121,2000,15.1,12.5,72,10.1,
509,Waipara West Ews,20230121,2100,14.8,12.5,75,10.4,
510,Waipara West Ews,20230121,2200,12.1,10.5,81,9,
511,Waipara West Ews,20230121,2300,9.4,8.9,93,8.3,
512,Waipara West Ews,20230122,0,10.3,9.7,92,9.1,
513,Waipara West Ews,20230122,100,9.6,9.3,96,9,
514,Waipara West Ews,20230122,200,8.8,8.4,94,7.9,
515,Waipara West Ews,20230122,300,8.7,8.2,93,7.7,
516,Waipara West Ews,20230122,400,10,9.2,90,8.4,
517,Waipara West Ews,20230122,500,10.5,9.6,88,8.6,
518,Waipara West Ews,20230122,600,10.8,9.7,86,8.6,
519,Waipara West Ews,20230122,700,12.9,11,78,9.2,
520,Waipara West Ews,20230122,800,17.5,13.1,58,9.2,
521,Waipara West Ews,20230122,900,19.6,14.6,55,10.3,
522,Waipara West Ews,20230122,1000,20.6,15,52,10.4,
523,Waipara West Ews,20230122,1100,22.8,15.4,42,9.2,
524,Waipara West Ews,20230122,1200,23,15.3,40,8.7,
525,Waipara West Ews,20230122,1300,22.7,14.9,39,8.1,
526,Waipara West Ews,20230122,1400,21.3,15,47,9.6,
527,Waipara West Ews,20230122,1500,20.2,15.4,58,11.7,
528,Waipara West Ews,20230122,1600,19.9,15.9,64,12.9,
529,Waipara West Ews,20230122,1700,19.8,15.6,62,12.3,
530,Waipara West Ews,20230122,1800,19.1,14.7,60,11.2,
531,Waipara West Ews,20230122,1900,17,14.2,72,11.9,
532,Waipara West Ews,20230122,2000,16,13.3,72,11,
533,Waipara West Ews,20230122,2100,15.4,12.9,74,10.8,
534,Waipara West Ews,20230122,2200,14.8,13.5,86,12.5,
535,Waipara West Ews,20230122,2300,14.6,13.4,87,12.5,
536,Waipara West Ews,20230123,0,14.4,11.7,71,9.2,
537,Waipara West Ews,20230123,100,13.5,11.7,80,10.1,
538,Waipara West Ews,20230123,200,13.1,11.6,82,10.1,
539,Waipara West Ews,20230123,300,11.8,10.8,88,9.9,
540,Waipara West Ews,20230123,400,11.2,10.5,91,9.8,
541,Waipara West Ews,20230123,500,11.8,11.2,92,10.5,
542,Waipara West Ews,20230123,600,12.2,11.3,89,10.5,
543,Waipara West Ews,20230123,700,12.8,11.7,87,10.7,
544,Waipara West Ews,20230123,800,13.3,11.8,83,10.5,
545,Waipara West Ews,20230123,900,14.4,12.2,76,10.2,
546,Waipara West Ews,20230123,1000,16,12.7,66,9.7,
547,Waipara West Ews,20230123,1100,16.2,13,67,10.1,
548,Waipara West Ews,20230123,1200,16,13.1,70,10.6,
549,Waipara West Ews,20230123,1300,16.5,13.1,66,10.1,
550,Waipara West Ews,20230123,1400,15.3,12.6,71,10.1,
551,Waipara West Ews,20230123,1500,15.2,12.5,71,10,
552,Waipara West Ews,20230123,1600,15.1,12.5,72,10.1,
553,Waipara West Ews,20230123,1700,15.1,12.5,72,10.1,
554,Waipara West Ews,20230123,1800,14.5,12.2,75,10.1,
555,Waipara West Ews,20230123,1900,13.4,12,84,10.8,
556,Waipara West Ews,20230123,2000,12.5,12,94,11.6,
557,Waipara West Ews,20230123,2100,12.3,12,96,11.7,
558,Waipara West Ews,20230123,2200,12.1,11.9,97,11.6,
559,Waipara West Ews,20230123,2300,12.1,11.8,96,11.5,
560,Waipara West Ews,20230124,0,12,11.8,97,11.5,
561,Waipara West Ews,20230124,100,12.2,11.8,95,11.4,
562,Waipara West Ews,20230124,200,12.2,11.8,95,11.4,
563,Waipara West Ews,20230124,300,12.3,11.9,95,11.5,
564,Waipara West Ews,20230124,400,12.3,11.9,95,11.5,
565,Waipara West Ews,20230124,500,12.2,11.9,96,11.6,
566,Waipara West Ews,20230124,600,12.3,12.1,97,11.9,
567,Waipara West Ews,20230124,700,12.6,12.3,96,12,
568,Waipara West Ews,20230124,800,13.3,12.9,95,12.5,
569,Waipara West Ews,20230124,900,13.9,12.9,88,12,
570,Waipara West Ews,20230124,1000,14.5,12.8,81,11.3,
571,Waipara West Ews,20230124,1100,15.2,13.2,78,11.4,
572,Waipara West Ews,20230124,1200,14.7,13.6,88,12.7,
573,Waipara West Ews,20230124,1300,13.6,13.2,95,12.8,
574,Waipara West Ews,20230124,1400,13.9,13.6,96,13.3,
575,Waipara West Ews,20230124,1500,13.7,13.2,94,12.8,
576,Waipara West Ews,20230124,1600,14,12.9,88,12.1,
577,Waipara West Ews,20230124,1700,14.3,12.8,83,11.5,
578,Waipara West Ews,20230124,1800,14.6,12.6,78,10.8,
579,Waipara West Ews,20230124,1900,14.5,12.6,79,10.9,
580,Waipara West Ews,20230124,2000,13.7,12.7,88,11.8,
581,Waipara West Ews,20230124,2100,13.3,12.7,93,12.2,
582,Waipara West Ews,20230124,2200,13.3,12.7,93,12.2,
583,Waipara West Ews,20230124,2300,13.5,12.8,92,12.2,
584,Waipara West Ews,20230125,0,13.4,12.8,93,12.3,
585,Waipara West Ews,20230125,100,13.3,12.7,93,12.2,
586,Waipara West Ews,20230125,200,12.3,11.9,95,11.5,
587,Waipara West Ews,20230125,300,12.6,12.3,96,12,
588,Waipara West Ews,20230125,400,13.1,12.3,91,11.7,
589,Waipara West Ews,20230125,500,12.3,11.5,90,10.7,
590,Waipara West Ews,20230125,600,12.5,11.8,91,11.1,
591,Waipara West Ews,20230125,700,14.8,13.2,82,11.8,
592,Waipara West Ews,20230125,800,16.2,13.9,76,12,
593,Waipara West Ews,20230125,900,17.4,14.7,73,12.5,
594,Waipara West Ews,20230125,1000,19.9,15.7,62,12.4,
595,Waipara West Ews,20230125,1100,22.7,16.8,52,12.4,
596,Waipara West Ews,20230125,1200,25,17.2,42,11.2,
597,Waipara West Ews,20230125,1300,25.7,17.9,43,12.2,
598,Waipara West Ews,20230125,1400,24.9,17.4,44,11.8,
599,Waipara West Ews,20230125,1500,24.4,16.7,42,10.7,
600,Waipara West Ews,20230125,1600,23.5,15.8,41,9.5,
601,Waipara West Ews,20230125,1700,24,16.1,40,9.6,
602,Waipara West Ews,20230125,1800,23.3,16.9,49,12,
603,Waipara West Ews,20230125,1900,21.9,16.6,56,12.8,
604,Waipara West Ews,20230125,2000,18.2,15.9,78,14.3,
605,Waipara West Ews,20230125,2100,16.7,15.4,86,14.4,
606,Waipara West Ews,20230125,2200,15.1,14.2,90,13.5,
607,Waipara West Ews,20230125,2300,13.7,13.3,95,12.9,
608,Waipara West Ews,20230126,0,12.4,12.2,97,12,
609,Waipara West Ews,20230126,100,13.1,12.7,95,12.3,
610,Waipara West Ews,20230126,200,19.3,14,52,9.2,
611,Waipara West Ews,20230126,300,19.9,13.7,46,8,
612,Waipara West Ews,20230126,400,20,13.6,45,7.7,
613,Waipara West Ews,20230126,500,19.9,13.6,45,7.6,
614,Waipara West Ews,20230126,600,16.4,12.5,61,8.9,
615,Waipara West Ews,20230126,700,17.7,13.5,60,9.8,
616,Waipara West Ews,20230126,800,21.8,15.6,49,10.6,
617,Waipara West Ews,20230126,900,24.9,17.2,43,11.5,
618,Waipara West Ews,20230126,1000,25.5,16.9,38,10.2,
619,Waipara West Ews,20230126,1100,27,17.9,37,11.1,
620,Waipara West Ews,20230126,1200,27.8,18.1,35,10.9,
621,Waipara West Ews,20230126,1300,28.9,18.6,33,11,
622,Waipara West Ews,20230126,1400,27.3,17.9,36,11,
623,Waipara West Ews,20230126,1500,27.4,18.2,37,11.5,
624,Waipara West Ews,20230126,1600,26.7,17.7,37,10.8,
625,Waipara West Ews,20230126,1700,27,17.7,36,10.7,
626,Waipara West Ews,20230126,1800,25.3,16.8,38,10,
627,Waipara West Ews,20230126,1900,23.9,16.5,43,10.6,
628,Waipara West Ews,20230126,2000,22.6,15.7,45,10.1,
629,Waipara West Ews,20230126,2100,22.3,15.6,46,10.1,
630,Waipara West Ews,20230126,2200,21.4,15.2,48,10,
631,Waipara West Ews,20230126,2300,20.8,14.7,48,9.4,
632,Waipara West Ews,20230127,0,20.9,14.6,47,9.2,
633,Waipara West Ews,20230127,100,20.7,14.5,47,9,
634,Waipara West Ews,20230127,200,20.3,14.3,48,9,
635,Waipara West Ews,20230127,300,19.7,13.9,49,8.7,
636,Waipara West Ews,20230127,400,20,13.9,47,8.4,
637,Waipara West Ews,20230127,500,19.6,13.7,48,8.3,
638,Waipara West Ews,20230127,600,20.3,13.9,45,8,
639,Waipara West Ews,20230127,700,21.1,14.5,45,8.7,
640,Waipara West Ews,20230127,800,23.2,15.5,40,8.9,
641,Waipara West Ews,20230127,900,25.8,16.5,34,8.8,
642,Waipara West Ews,20230127,1000,27.3,17.1,31,8.7,
643,Waipara West Ews,20230127,1100,28.2,17.7,31,9.5,
644,Waipara West Ews,20230127,1200,27.3,17.4,33,9.6,
645,Waipara West Ews,20230127,1300,28.6,17.8,30,9.3,
646,Waipara West Ews,20230127,1400,29.4,18.2,29,9.5,
647,Waipara West Ews,20230127,1500,29.6,18.3,29,9.7,
648,Waipara West Ews,20230127,1600,26.4,16.8,33,8.8,
649,Waipara West Ews,20230127,1700,22.4,16.5,52,12.1,
650,Waipara West Ews,20230127,1800,20.1,16.1,64,13.1,
651,Waipara West Ews,20230127,1900,18.8,15.5,69,13,
652,Waipara West Ews,20230127,2000,17.9,15.7,78,14,
653,Waipara West Ews,20230127,2100,16,15.4,94,15,
654,Waipara West Ews,20230127,2200,15.6,15.1,94,14.6,
655,Waipara West Ews,20230128,0,13.4,12.8,93,12.3,
656,Waipara West Ews,20230128,100,13.1,12.5,93,12,
657,Waipara West Ews,20230128,200,13.2,12.3,89,11.4,
658,Waipara West Ews,20230128,300,13.4,12.7,92,12.1,
659,Waipara West Ews,20230128,400,13.5,12.6,89,11.7,
660,Waipara West Ews,20230128,500,13.6,12.7,89,11.8,
661,Waipara West Ews,20230128,600,13.6,12.5,87,11.5,
662,Waipara West Ews,20230128,700,13.8,12.4,84,11.2,
663,Waipara West Ews,20230128,800,14.1,12.7,84,11.5,
664,Waipara West Ews,20230128,900,13.6,12.9,92,12.3,
665,Waipara West Ews,20230128,1000,13.5,13.1,95,12.7,
666,Waipara West Ews,20230128,1100,14.1,12.9,86,11.8,
667,Waipara West Ews,20230128,1200,14.4,12.8,82,11.4,
668,Waipara West Ews,20230128,1300,14.8,12.5,75,10.4,
669,Waipara West Ews,20230128,1400,14.7,12.8,79,11.1,
670,Waipara West Ews,20230128,1500,14.6,13,82,11.6,
671,Waipara West Ews,20230128,1600,15,12.9,77,11,
672,Waipara West Ews,20230128,1700,15.1,13,77,11.1,
673,Waipara West Ews,20230128,1800,15.6,12.8,71,10.4,
674,Waipara West Ews,20230128,1900,15.4,12.7,71,10.2,
675,Waipara West Ews,20230128,2000,14.7,12.3,74,10.1,
676,Waipara West Ews,20230128,2100,13.4,12.1,85,10.9,
677,Waipara West Ews,20230128,2200,11.4,10.8,92,10.2,
678,Waipara West Ews,20230128,2300,11.2,10.9,96,10.6,
679,Waipara West Ews,20230129,0,11.1,10.8,96,10.5,
680,Waipara West Ews,20230129,100,12,11.4,93,10.9,
681,Waipara West Ews,20230129,200,12.4,11.7,91,11,
682,Waipara West Ews,20230129,300,12.3,11.6,91,10.9,
683,Waipara West Ews,20230129,400,12.4,11.7,91,11,
684,Waipara West Ews,20230129,500,12.6,11.8,90,11,
685,Waipara West Ews,20230129,600,13,11.8,86,10.7,
686,Waipara West Ews,20230129,700,13.7,12.3,84,11,
687,Waipara West Ews,20230129,800,15.4,13.5,80,12,
688,Waipara West Ews,20230129,900,18.9,15.7,70,13.3,
689,Waipara West Ews,20230129,1000,20.3,16.6,67,14,
690,Waipara West Ews,20230129,1100,21.9,17.4,62,14.3,
691,Waipara West Ews,20230129,1200,22.4,18.4,66,15.7,
692,Waipara West Ews,20230129,1300,23.3,18.8,63,15.9,
693,Waipara West Ews,20230129,1400,23.8,19.1,62,16.1,
694,Waipara West Ews,20230129,1500,24.7,20.1,64,17.4,
695,Waipara West Ews,20230129,1600,22.4,19.4,74,17.6,
696,Waipara West Ews,20230129,1700,22,18.8,72,16.7,
697,Waipara West Ews,20230129,1800,22,18.9,73,17,
698,Waipara West Ews,20230129,1900,20,18.2,83,17,
699,Waipara West Ews,20230129,2000,19.4,17.9,86,17,
700,Waipara West Ews,20230129,2100,17.4,16.6,92,16.1,
701,Waipara West Ews,20230129,2200,16.2,15.7,95,15.4,
702,Waipara West Ews,20230129,2300,16.3,16.1,98,16,
703,Waipara West Ews,20230130,0,15.9,15.7,98,15.6,
704,Waipara West Ews,20230130,100,24.3,18.1,52,13.8,
705,Waipara West Ews,20230130,200,24.7,18,49,13.3,
706,Waipara West Ews,20230130,300,25,17.8,46,12.6,
707,Waipara West Ews,20230130,400,25,17.8,46,12.6,
708,Waipara West Ews,20230130,500,21.9,17,59,13.5,
709,Waipara West Ews,20230130,600,20.3,16.9,69,14.4,
710,Waipara West Ews,20230130,700,19.7,17.5,79,16,
711,Waipara West Ews,20230130,800,21.2,18.4,75,16.6,
712,Waipara West Ews,20230130,900,21.7,19,76,17.3,
713,Waipara West Ews,20230130,1000,21.1,19.1,82,17.9,
714,Waipara West Ews,20230130,1100,21.4,19.4,82,18.2,
715,Waipara West Ews,20230130,1200,22.8,19.1,69,16.8,
716,Waipara West Ews,20230130,1300,24.1,18.5,56,14.8,
717,Waipara West Ews,20230130,1400,25.4,18.7,50,14.2,
718,Waipara West Ews,20230130,1500,26,20.1,56,16.6,
719,Waipara West Ews,20230130,1600,22.6,19.2,71,17.1,
720,Waipara West Ews,20230130,1700,21.8,18.7,73,16.8,
721,Waipara West Ews,20230130,1800,19.4,17.9,86,17,
722,Waipara West Ews,20230130,1900,17.4,16.8,94,16.4,
723,Waipara West Ews,20230130,2000,17.5,17,95,16.7,
724,Waipara West Ews,20230130,2100,17.4,17,96,16.8,
725,Waipara West Ews,20230130,2200,16.9,16.7,98,16.6,
726,Waipara West Ews,20230130,2300,17.2,17,98,16.9,
727,Waipara West Ews,20230131,0,17,16.8,98,16.7,
728,Waipara West Ews,20230131,100,16.8,16.6,98,16.5,
729,Waipara West Ews,20230131,200,16.9,16.8,99,16.8,
730,Waipara West Ews,20230131,300,16.9,16.8,99,16.8,
731,Waipara West Ews,20230131,400,16.9,16.8,99,16.8,
732,Waipara West Ews,20230131,500,16.6,16.4,98,16.3,
733,Waipara West Ews,20230131,600,16.1,15.9,98,15.8,
734,Waipara West Ews,20230131,700,16.1,16,99,15.9,
735,Waipara West Ews,20230131,800,17.5,16.9,94,16.5,
736,Waipara West Ews,20230131,900,19.1,17.9,88,17.1,
737,Waipara West Ews,20230131,1000,20.6,18.9,84,17.8,
738,Waipara West Ews,20230131,1100,21.6,19.5,81,18.2,
739,Waipara West Ews,20230131,1200,22.9,19.8,74,18,
740,Waipara West Ews,20230131,1300,22.8,20.1,77,18.6,
741,Waipara West Ews,20230131,1400,21.8,19.3,78,17.8,
742,Waipara West Ews,20230131,1500,21.6,19.1,78,17.6,
743,Waipara West Ews,20230131,1600,21.8,19.3,78,17.8,
744,Waipara West Ews,20230131,1700,20.9,18.8,81,17.5,
745,Waipara West Ews,20230131,1800,19.6,18.2,87,17.4,
746,Waipara West Ews,20230131,1900,18.7,17.7,90,17,
747,Waipara West Ews,20230131,2000,17.9,17.3,94,16.9,
748,Waipara West Ews,20230131,2100,17.9,17.4,95,17.1,
749,Waipara West Ews,20230131,2200,17.6,17.2,96,17,
750,Waipara West Ews,20230131,2300,17.3,17,97,16.8,
751,Waipara West Ews,20230201,0,17.1,16.9,98,16.8,
752,Waipara West Ews,20230201,100,17.2,16.9,97,16.7,
753,Waipara West Ews,20230201,200,16.9,16.6,97,16.4,
754,Waipara West Ews,20230201,300,16.8,16.5,97,16.3,
755,Waipara West Ews,20230201,400,16.8,16.7,99,16.7,
756,Waipara West Ews,20230201,500,16.9,16.8,99,16.8,
757,Waipara West Ews,20230201,600,17.1,17,99,17,
758,Waipara West Ews,20230201,700,17.3,17.3,100,17.3,
759,Waipara West Ews,20230201,800,17.6,17.5,99,17.5,
760,Waipara West Ews,20230201,900,18.6,17.9,93,17.5,
761,Waipara West Ews,20230201,1000,20.7,19.1,85,18.1,
762,Waipara West Ews,20230201,1100,22.7,19.9,76,18.3,
763,Waipara West Ews,20230201,1200,23.6,20.3,73,18.5,
764,Waipara West Ews,20230201,1300,22.8,19.9,75,18.1,
765,Waipara West Ews,20230201,1400,23,20.5,79,19.2,
766,Waipara West Ews,20230201,1500,25,19.4,57,15.9,
767,Waipara West Ews,20230201,1600,25.4,19.6,56,16,
768,Waipara West Ews,20230201,1700,26.3,19.5,50,15.1,
769,Waipara West Ews,20230201,1800,24.6,19.2,58,15.8,
770,Waipara West Ews,20230201,1900,22.3,18.7,69,16.3,
771,Waipara West Ews,20230201,2000,20.5,18.2,79,16.7,
772,Waipara West Ews,20230201,2100,19.2,17.9,87,17,
773,Waipara West Ews,20230201,2200,19.4,17.8,85,16.8,
774,Waipara West Ews,20230201,2300,20.8,18,75,16.2,
775,Waipara West Ews,20230202,0,19.7,17.2,77,15.6,
776,Waipara West Ews,20230202,100,20.4,17.4,73,15.4,
777,Waipara West Ews,20230202,200,18.6,16.9,83,15.7,
778,Waipara West Ews,20230202,300,19.5,16.9,76,15.2,
779,Waipara West Ews,20230202,400,17.7,16.6,89,15.9,
780,Waipara West Ews,20230202,500,17.4,16.3,89,15.6,
781,Waipara West Ews,20230202,600,19,16.7,78,15.1,
782,Waipara West Ews,20230202,700,20.3,17.1,71,14.9,
783,Waipara West Ews,20230202,800,20.2,17.4,74,15.4,
784,Waipara West Ews,20230202,900,22.4,18.5,67,16,
785,Waipara West Ews,20230202,1000,23.4,18.7,62,15.7,
786,Waipara West Ews,20230202,1100,26.4,19.8,52,15.8,
787,Waipara West Ews,20230202,1200,26.9,19.6,48,15,
788,Waipara West Ews,20230202,1300,25.8,18.7,48,14,
789,Waipara West Ews,20230202,1400,25.3,18.3,48,13.5,
790,Waipara West Ews,20230202,1500,25.1,18.9,53,14.9,
791,Waipara West Ews,20230202,1600,25.2,19.4,56,15.8,
792,Waipara West Ews,20230202,1700,25.4,18,45,12.6,
793,Waipara West Ews,20230202,1800,25,17.6,45,12.3,
794,Waipara West Ews,20230202,1900,24.2,17.6,49,12.8,
795,Waipara West Ews,20230202,2000,22,17.4,61,14.1,
796,Waipara West Ews,20230202,2100,22,17.6,63,14.7,
797,Waipara West Ews,20230202,2200,24.2,17.1,46,11.9,
798,Waipara West Ews,20230202,2300,24,17.3,48,12.3,
799,Waipara West Ews,20230203,0,23.5,17.3,51,12.8,
800,Waipara West Ews,20230203,100,23.7,17.2,49,12.4,
801,Waipara West Ews,20230203,200,23.2,16.9,50,12.2,
802,Waipara West Ews,20230203,300,23,16.6,49,11.7,
803,Waipara West Ews,20230203,400,20.4,16.7,67,14.1,
804,Waipara West Ews,20230203,500,22.8,17.1,54,13,
805,Waipara West Ews,20230203,600,23.5,17.4,52,13.1,
806,Waipara West Ews,20230203,700,23.2,17.7,56,14,
807,Waipara West Ews,20230203,800,25.3,18.9,52,14.8,
808,Waipara West Ews,20230203,900,25.3,18.6,50,14.2,
809,Waipara West Ews,20230203,1000,26.8,18.7,43,13.2,
810,Waipara West Ews,20230203,1100,28.2,19.5,41,13.7,
811,Waipara West Ews,20230203,1200,29.1,20,40,14.1,
812,Waipara West Ews,20230203,1300,29.6,20,38,13.8,
813,Waipara West Ews,20230203,1400,29.7,20.5,40,14.7,
814,Waipara West Ews,20230203,1500,29.6,20.4,40,14.6,
815,Waipara West Ews,20230203,1600,30.2,20.3,37,13.9,
816,Waipara West Ews,20230203,1700,29,20.3,42,14.8,
817,Waipara West Ews,20230203,1800,27.8,19.7,44,14.4,
818,Waipara West Ews,20230203,1900,26.7,19.1,46,14.1,
819,Waipara West Ews,20230203,2000,25.8,18.4,46,13.3,
820,Waipara West Ews,20230203,2100,25.3,18.3,48,13.5,
821,Waipara West Ews,20230203,2200,24.6,18.1,50,13.5,
822,Waipara West Ews,20230203,2300,24.3,17.8,50,13.2,
823,Waipara West Ews,20230204,0,24.3,17.8,50,13.2,
824,Waipara West Ews,20230204,100,24.1,17.4,48,12.4,
825,Waipara West Ews,20230204,200,24.1,17.5,49,12.7,
826,Waipara West Ews,20230204,300,24,17.6,50,13,
827,Waipara West Ews,20230204,400,22.8,17.4,56,13.6,
828,Waipara West Ews,20230204,500,21.8,17.2,61,14,
829,Waipara West Ews,20230204,600,21.3,17.1,64,14.2,
830,Waipara West Ews,20230204,700,23.5,18.1,57,14.5,
831,Waipara West Ews,20230204,800,25.6,18.9,50,14.4,
832,Waipara West Ews,20230204,900,28.4,20.2,44,15,
833,Waipara West Ews,20230204,1000,28.9,20.9,46,16.1,
834,Waipara West Ews,20230204,1100,30.5,21.3,41,15.8,
835,Waipara West Ews,20230204,1200,31.4,22,41,16.6,
836,Waipara West Ews,20230204,1300,31.8,22.1,40,16.5,
837,Waipara West Ews,20230204,1400,32.3,22.3,39,16.6,
838,Waipara West Ews,20230204,1500,32,22.4,41,17.1,
839,Waipara West Ews,20230204,1600,30.2,21,41,15.5,
840,Waipara West Ews,20230204,1700,30.3,20.6,38,14.4,
841,Waipara West Ews,20230204,1800,29.4,19.9,38,13.6,
842,Waipara West Ews,20230204,1900,28.2,19.5,41,13.7,
843,Waipara West Ews,20230204,2000,27.3,18.8,41,12.9,
844,Waipara West Ews,20230204,2100,26.2,18.9,47,14,
845,Waipara West Ews,20230204,2200,25.4,18.7,50,14.2,
846,Waipara West Ews,20230204,2300,24.2,18.3,54,14.3,
847,Waipara West Ews,20230205,0,24.2,18.4,55,14.6,
848,Waipara West Ews,20230205,100,23.6,18.4,58,14.9,
849,Waipara West Ews,20230205,200,23.3,18.5,61,15.4,
850,Waipara West Ews,20230205,300,22,18.1,67,15.6,
851,Waipara West Ews,20230205,400,22.6,18,62,15,
852,Waipara West Ews,20230205,500,23.6,18.2,57,14.6,
853,Waipara West Ews,20230205,600,24.2,18.4,55,14.6,
